#Organism Name,Assembly,BioProject,BioSample,CDS,GC%,GenBank FTP,Host,Level,Neighbors,Organism Groups,RefSeq FTP,Release Date,Replicons,Replicons.1,Scaffolds,Size(Mb),Strain,WGS
Staphylococcus epidermidis,GCA_003687275.1,PRJNA415995,SAMN10232696,2521,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/275/GCA_003687275.1_ASM368727v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/275/GCF_003687275.1_ASM368727v1,2018-10-24T00:00:00Z,,,70.0,2.64393,125.3,RDEO01
Staphylococcus epidermidis,GCA_001070675.1,PRJNA267549,SAMN03197349,2420,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/675/GCA_001070675.1_ASM107067v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/675/GCF_001070675.1_ASM107067v1,2015-07-10T00:00:00Z,,,65.0,2.54517,158_SEPI,JVRX01
Staphylococcus epidermidis,GCA_003687365.1,PRJNA415995,SAMN10232695,2510,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/687/365/GCA_003687365.1_ASM368736v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/687/365/GCF_003687365.1_ASM368736v1,2018-10-24T00:00:00Z,,,82.0,2.63175,125.1,RDEP01
Staphylococcus epidermidis,GCA_001069375.1,PRJNA267549,SAMN03197147,2322,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/375/GCA_001069375.1_ASM106937v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/375/GCF_001069375.1_ASM106937v1,2015-07-10T00:00:00Z,,,79.0,2.50158,1188_SEPI,JVZR01
Staphylococcus epidermidis,GCA_007672855.1,PRJNA543692,SAMN11792563,2491,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/672/855/GCA_007672855.1_ASM767285v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/855/GCF_007672855.1_ASM767285v1,2019-07-30T00:00:00Z,,,983.0,2.81699,DE0403,VDTJ01
Staphylococcus epidermidis,GCA_001072065.1,PRJNA267549,SAMN03197476,2605,31.7,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/065/GCA_001072065.1_ASM107206v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/065/GCF_001072065.1_ASM107206v1,2015-07-10T00:00:00Z,,,75.0,2.7109900000000002,282_SEPI,JVNA01
Staphylococcus epidermidis,GCA_001071515.1,PRJNA267549,SAMN03197354,2396,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/515/GCA_001071515.1_ASM107151v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/515/GCF_001071515.1_ASM107151v1,2015-07-10T00:00:00Z,,,88.0,2.54418,162_SEPI,JVRS01
Staphylococcus epidermidis,GCA_001071565.1,PRJNA267549,SAMN03197357,2387,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/565/GCA_001071565.1_ASM107156v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/565/GCF_001071565.1_ASM107156v1,2015-07-10T00:00:00Z,,,92.0,2.53871,165_SEPI,JVRP01
Staphylococcus epidermidis,GCA_007678355.1,PRJNA543692,SAMN11792331,2357,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/678/355/GCA_007678355.1_ASM767835v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/678/355/GCF_007678355.1_ASM767835v1,2019-07-30T00:00:00Z,,,127.0,2.532,DE0171,VEEL01
Staphylococcus epidermidis,GCA_001070635.1,PRJNA267549,SAMN03197344,2306,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/635/GCA_001070635.1_ASM107063v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/635/GCF_001070635.1_ASM107063v1,2015-07-10T00:00:00Z,,,93.0,2.4275700000000002,154_SEPI,JVSC01
Staphylococcus epidermidis,GCA_001076265.1,PRJNA267549,SAMN03197321,2308,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/265/GCA_001076265.1_ASM107626v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/265/GCF_001076265.1_ASM107626v1,2015-07-10T00:00:00Z,,,84.0,2.43355,134_SEPI,JVSZ01
Staphylococcus epidermidis WI05,GCA_000418145.2,PRJNA207998,SAMN02470528,2429,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/145/GCA_000418145.2_WI05_v2,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/145/GCF_000418145.2_WI05_v2,2013-07-02T00:00:00Z,,,114.0,2.60045,WI05,ATDG02
Staphylococcus epidermidis,GCA_007677235.1,PRJNA543692,SAMN11792410,2331,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/677/235/GCA_007677235.1_ASM767723v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/677/235/GCF_007677235.1_ASM767723v1,2019-07-30T00:00:00Z,,,93.0,2.51136,DE0250,VECI01
Staphylococcus epidermidis,GCA_001071395.1,PRJNA267549,SAMN03197792,2334,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/395/GCA_001071395.1_ASM107139v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/395/GCF_001071395.1_ASM107139v1,2015-07-10T00:00:00Z,,,77.0,2.48673,590_SEPI,JVAW01
Staphylococcus epidermidis,GCA_001070315.1,PRJNA267549,SAMN03197098,2349,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/315/GCA_001070315.1_ASM107031v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/315/GCF_001070315.1_ASM107031v1,2015-07-10T00:00:00Z,,,105.0,2.48553,1142_SEPI,JWBO01
Staphylococcus epidermidis,GCA_001071645.1,PRJNA267549,SAMN03197388,2324,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/645/GCA_001071645.1_ASM107164v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/645/GCF_001071645.1_ASM107164v1,2015-07-10T00:00:00Z,,,87.0,2.4517,196_SEPI,JVQK01
Staphylococcus epidermidis,GCA_001075025.1,PRJNA267549,SAMN03197996,2337,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/025/GCA_001075025.1_ASM107502v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/025/GCF_001075025.1_ASM107502v1,2015-07-10T00:00:00Z,,,105.0,2.5172,785_SEPI,JUTA01
Staphylococcus epidermidis,GCA_001071485.1,PRJNA267549,SAMN03197352,2423,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/485/GCA_001071485.1_ASM107148v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/485/GCF_001071485.1_ASM107148v1,2015-07-10T00:00:00Z,,,74.0,2.54914,160_SEPI,JVRU01
Staphylococcus epidermidis,GCA_001076495.1,PRJNA267549,SAMN03197669,2353,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/495/GCA_001076495.1_ASM107649v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/495/GCF_001076495.1_ASM107649v1,2015-07-10T00:00:00Z,,,77.0,2.5138,477_SEPI,JVFP01
Staphylococcus epidermidis,GCA_001076465.1,PRJNA267549,SAMN03197667,2355,32.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/465/GCA_001076465.1_ASM107646v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/465/GCF_001076465.1_ASM107646v1,2015-07-10T00:00:00Z,,,78.0,2.52425,475_SEPI,JVFR01
Staphylococcus epidermidis,GCA_001072555.1,PRJNA267549,SAMN03197554,2473,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/555/GCA_001072555.1_ASM107255v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/555/GCF_001072555.1_ASM107255v1,2015-07-10T00:00:00Z,,,90.0,2.62462,364_SEPI,JVKA01
Staphylococcus epidermidis,GCA_001075885.1,PRJNA267549,SAMN03198134,2468,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/885/GCA_001075885.1_ASM107588v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/885/GCF_001075885.1_ASM107588v1,2015-07-10T00:00:00Z,,,85.0,2.62469,92_SEPI,JUNS01
Staphylococcus epidermidis,GCA_001074445.1,PRJNA267549,SAMN03198012,2476,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/445/GCA_001074445.1_ASM107444v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/445/GCF_001074445.1_ASM107444v1,2015-07-10T00:00:00Z,,,86.0,2.6352,8_SEPI,JUSK01
Staphylococcus epidermidis,GCA_001072575.1,PRJNA267549,SAMN03197555,2421,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/575/GCA_001072575.1_ASM107257v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/575/GCF_001072575.1_ASM107257v1,2015-07-10T00:00:00Z,,,79.0,2.56107,365_SEPI,JVJZ01
Staphylococcus epidermidis,GCA_001069395.1,PRJNA267549,SAMN03197150,2633,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/395/GCA_001069395.1_ASM106939v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/395/GCF_001069395.1_ASM106939v1,2015-07-10T00:00:00Z,,,102.0,2.73763,1190_SEPI,JVZO01
Staphylococcus epidermidis,GCA_001070395.1,PRJNA267549,SAMN03197216,2304,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/395/GCA_001070395.1_ASM107039v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/395/GCF_001070395.1_ASM107039v1,2015-07-10T00:00:00Z,,,99.0,2.45663,125_SEPI,JVXA01
Staphylococcus epidermidis,GCA_001072775.1,PRJNA267549,SAMN03197592,2287,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/775/GCA_001072775.1_ASM107277v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/775/GCF_001072775.1_ASM107277v1,2015-07-10T00:00:00Z,,,79.0,2.45686,402_SEPI,JVIO01
Staphylococcus epidermidis,GCA_001073395.1,PRJNA267549,SAMN03197763,2414,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/395/GCA_001073395.1_ASM107339v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/395/GCF_001073395.1_ASM107339v1,2015-07-10T00:00:00Z,,,88.0,2.55003,563_SEPI,JVBZ01
Staphylococcus epidermidis,GCA_001072875.1,PRJNA267549,SAMN03197614,2405,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/875/GCA_001072875.1_ASM107287v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/875/GCF_001072875.1_ASM107287v1,2015-07-10T00:00:00Z,,,83.0,2.56657,422.rep1_SEPI,JVHS01
Staphylococcus epidermidis,GCA_001074555.1,PRJNA267549,SAMN03198045,2301,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/555/GCA_001074555.1_ASM107455v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/555/GCF_001074555.1_ASM107455v1,2015-07-10T00:00:00Z,,,70.0,2.44991,838_SEPI,JURD01
Staphylococcus epidermidis,GCA_001072245.1,PRJNA267549,SAMN03197504,2276,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/245/GCA_001072245.1_ASM107224v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/245/GCF_001072245.1_ASM107224v1,2015-07-10T00:00:00Z,,,77.0,2.41102,314_SEPI,JVLY01
Staphylococcus epidermidis,GCA_001068845.1,PRJNA267549,SAMN03197190,2393,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/845/GCA_001068845.1_ASM106884v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/845/GCF_001068845.1_ASM106884v1,2015-07-10T00:00:00Z,,,84.0,2.5251,1226_SEPI,JVYA01
Staphylococcus epidermidis,GCA_001069075.1,PRJNA267549,SAMN03196982,2571,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/075/GCA_001069075.1_ASM106907v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/075/GCF_001069075.1_ASM106907v1,2015-07-10T00:00:00Z,,,98.0,2.67774,102_SEPI,JWGA01
Staphylococcus epidermidis,GCA_001074435.1,PRJNA267549,SAMN03198010,2463,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/074/435/GCA_001074435.1_ASM107443v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/074/435/GCF_001074435.1_ASM107443v1,2015-07-10T00:00:00Z,,,76.0,2.6289599999999997,798_SEPI,JUSM01
Staphylococcus epidermidis,GCA_001075955.1,PRJNA267549,SAMN03198158,2416,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/955/GCA_001075955.1_ASM107595v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/955/GCF_001075955.1_ASM107595v1,2015-07-10T00:00:00Z,,,98.0,2.5398099999999997,939_SEPI,JUMU01
Staphylococcus epidermidis,GCA_001075795.1,PRJNA267549,SAMN03198166,2339,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/795/GCA_001075795.1_ASM107579v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/795/GCF_001075795.1_ASM107579v1,2015-07-10T00:00:00Z,,,114.0,2.47099,946_SEPI,JUMM01
Staphylococcus epidermidis,GCA_001068585.1,PRJNA267549,SAMN03197029,2331,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/585/GCA_001068585.1_ASM106858v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/585/GCF_001068585.1_ASM106858v1,2015-07-10T00:00:00Z,,,116.0,2.47415,1067_SEPI,JWEF01
Staphylococcus epidermidis,GCA_001075525.1,PRJNA267549,SAMN03198192,2342,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/525/GCA_001075525.1_ASM107552v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/525/GCF_001075525.1_ASM107552v1,2015-07-10T00:00:00Z,,,104.0,2.46619,972_SEPI,JULM01
Staphylococcus epidermidis,GCA_001073535.1,PRJNA267549,SAMN03197804,2403,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/535/GCA_001073535.1_ASM107353v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/535/GCF_001073535.1_ASM107353v1,2015-07-10T00:00:00Z,,,73.0,2.52725,604_SEPI,JVAK01
Staphylococcus epidermidis,GCA_001073685.1,PRJNA267549,SAMN03197845,2314,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/685/GCA_001073685.1_ASM107368v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/685/GCF_001073685.1_ASM107368v1,2015-07-10T00:00:00Z,,,111.0,2.46087,644_SEPI,JUYV01
Staphylococcus epidermidis,GCA_001072595.1,PRJNA267549,SAMN03197556,2487,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/595/GCA_001072595.1_ASM107259v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/595/GCF_001072595.1_ASM107259v1,2015-07-10T00:00:00Z,,,91.0,2.63249,366_SEPI,JVJY01
Staphylococcus epidermidis,GCA_001075135.1,PRJNA267549,SAMN03198036,2478,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/135/GCA_001075135.1_ASM107513v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/135/GCF_001075135.1_ASM107513v1,2015-07-10T00:00:00Z,,,96.0,2.63686,821_SEPI,JURM01
Staphylococcus epidermidis,GCA_001075435.1,PRJNA267549,SAMN03198159,2361,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/435/GCA_001075435.1_ASM107543v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/435/GCF_001075435.1_ASM107543v1,2015-07-10T00:00:00Z,,,104.0,2.49515,94_SEPI,JUMT01
Staphylococcus epidermidis,GCA_001068995.1,PRJNA267549,SAMN03197260,2292,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/995/GCA_001068995.1_ASM106899v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/995/GCF_001068995.1_ASM106899v1,2015-07-10T00:00:00Z,,,106.0,2.42915,1289_SEPI,JVVI01
Staphylococcus epidermidis,GCA_001073485.1,PRJNA267549,SAMN03197791,2399,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/485/GCA_001073485.1_ASM107348v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/485/GCF_001073485.1_ASM107348v1,2015-07-10T00:00:00Z,,,81.0,2.5264,59_SEPI,JVAX01
Staphylococcus epidermidis,GCA_001075775.1,PRJNA267549,SAMN03198157,2363,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/775/GCA_001075775.1_ASM107577v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/775/GCF_001075775.1_ASM107577v1,2015-07-10T00:00:00Z,,,153.0,2.48893,938_SEPI,JUMV01
Staphylococcus epidermidis,GCA_001070255.1,PRJNA267549,SAMN03197083,2382,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/255/GCA_001070255.1_ASM107025v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/255/GCF_001070255.1_ASM107025v1,2015-07-10T00:00:00Z,,,87.0,2.51395,1129_SEPI,JWCD01
Staphylococcus epidermidis,GCA_001073305.1,PRJNA267549,SAMN03197731,2462,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/305/GCA_001073305.1_ASM107330v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/305/GCF_001073305.1_ASM107330v1,2015-07-10T00:00:00Z,,,107.0,2.5867400000000003,535_SEPI,JVDF01
Staphylococcus epidermidis,GCA_001075065.1,PRJNA267549,SAMN03198011,2420,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/065/GCA_001075065.1_ASM107506v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/065/GCF_001075065.1_ASM107506v1,2015-07-10T00:00:00Z,,,75.0,2.5608400000000002,799_SEPI,JUSL01
Staphylococcus epidermidis,GCA_001071665.1,PRJNA267549,SAMN03197371,2376,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/665/GCA_001071665.1_ASM107166v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/665/GCF_001071665.1_ASM107166v1,2015-07-10T00:00:00Z,,,68.0,2.5159599999999998,180_SEPI,JVRB01
Staphylococcus epidermidis,GCA_001068545.1,PRJNA267549,SAMN03197020,2368,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/545/GCA_001068545.1_ASM106854v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/068/545/GCF_001068545.1_ASM106854v1,2015-07-10T00:00:00Z,,,131.0,2.53126,1056_SEPI,JWEO01
Staphylococcus epidermidis,GCA_001076655.1,PRJNA267549,SAMN03197490,2256,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/655/GCA_001076655.1_ASM107665v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/655/GCF_001076655.1_ASM107665v1,2015-07-10T00:00:00Z,,,88.0,2.42735,295_SEPI,JVMM01
Staphylococcus epidermidis,GCA_001070565.1,PRJNA267549,SAMN03197322,2378,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/565/GCA_001070565.1_ASM107056v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/565/GCF_001070565.1_ASM107056v1,2015-07-10T00:00:00Z,,,122.0,2.52074,1340_SEPI,JVSY01
Staphylococcus epidermidis,GCA_001076305.1,PRJNA267549,SAMN03197151,2435,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/076/305/GCA_001076305.1_ASM107630v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/076/305/GCF_001076305.1_ASM107630v1,2015-07-10T00:00:00Z,,,93.0,2.5788,1191_SEPI,JVZN01
Staphylococcus epidermidis,GCA_001069215.1,PRJNA267549,SAMN03197084,2385,31.8,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/215/GCA_001069215.1_ASM106921v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/069/215/GCF_001069215.1_ASM106921v1,2015-07-10T00:00:00Z,,,102.0,2.5183400000000002,1130_SEPI,JWCC01
Staphylococcus epidermidis,GCA_001075805.1,PRJNA267549,SAMN03198167,2337,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/805/GCA_001075805.1_ASM107580v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/805/GCF_001075805.1_ASM107580v1,2015-07-10T00:00:00Z,,,112.0,2.47021,947_SEPI,JUML01
Staphylococcus epidermidis,GCA_001075395.1,PRJNA267549,SAMN03198153,2358,32.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/075/395/GCA_001075395.1_ASM107539v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/075/395/GCF_001075395.1_ASM107539v1,2015-07-10T00:00:00Z,,,117.0,2.49507,934_SEPI,JUMZ01
Staphylococcus epidermidis,GCA_001073655.1,PRJNA267549,SAMN03197843,2428,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/655/GCA_001073655.1_ASM107365v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/073/655/GCF_001073655.1_ASM107365v1,2015-07-10T00:00:00Z,,,85.0,2.56156,642_SEPI,JUYX01
Staphylococcus epidermidis,GCA_001070025.1,PRJNA267549,SAMN03197006,2463,31.9,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/070/025/GCA_001070025.1_ASM107002v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/070/025/GCF_001070025.1_ASM107002v1,2015-07-10T00:00:00Z,,,118.0,2.60379,1040_SEPI,JWFC01
Staphylococcus epidermidis,GCA_001072885.1,PRJNA267549,SAMN03197615,2405,32.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/885/GCA_001072885.1_ASM107288v1,,Scaffold,,Bacteria;Terrabacteria group;Firmicutes,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/885/GCF_001072885.1_ASM107288v1,2015-07-10T00:00:00Z,,,88.0,2.57065,422.rep2_SEPI,JVHR01
